Timestamp,tmobile_download
2024/07/22 09:49:07,11.61
2024/07/22 09:54:06,24.91
2024/07/22 09:59:05,20.89
2024/07/22 10:04:05,19.53
2024/07/22 10:09:05,16.79
2024/07/22 10:14:05,12.18
2024/07/22 10:19:04,19.76
2024/07/22 10:24:04,18.25
2024/07/22 10:29:04,16.04
2024/07/22 10:34:04,11.34
2024/07/22 10:39:04,14.9
2024/07/22 10:44:04,18.43
2024/07/22 10:49:04,20.84
2024/07/22 10:54:04,19.04
2024/07/22 10:59:04,31.59
2024/07/22 11:04:04,21.81
2024/07/22 11:09:04,22.27
2024/07/22 11:14:03,19.11
2024/07/22 11:19:03,25.56
2024/07/22 11:24:03,27.2
2024/07/22 11:29:03,11.9
2024/07/22 11:34:02,15.17
2024/07/22 11:39:02,22.77
2024/07/22 11:44:02,12.86
2024/07/22 11:49:02,17.13
2024/07/22 11:54:02,27.02
2024/07/22 11:59:02,-1
2024/07/22 12:04:02,26.46
2024/07/22 12:09:02,18.27
2024/07/22 12:14:02,21.12
2024/07/22 12:19:01,35.11
2024/07/22 12:24:01,17.79
2024/07/22 12:29:01,15.95
2024/07/22 12:34:00,20.13
2024/07/22 12:38:59,11.52
2024/07/22 12:43:59,15.72
2024/07/22 12:48:59,21.15
2024/07/22 12:53:58,17.42
2024/07/22 12:58:58,17.04
2024/07/22 13:03:58,20.02
2024/07/22 13:08:57,14.43
2024/07/22 13:13:57,12.85
2024/07/22 13:18:56,30.52
2024/07/22 13:23:56,21.99
2024/07/22 13:28:56,26.51
2024/07/22 13:33:56,14.37
2024/07/22 13:38:56,19.87
2024/07/22 13:43:56,15.99
2024/07/22 13:48:55,15.46
2024/07/22 13:53:55,22.56
2024/07/22 13:58:55,22.13
2024/07/22 14:03:55,17.39
2024/07/22 14:08:55,35.63
2024/07/22 14:13:55,16.32
2024/07/22 14:18:55,14.23
2024/07/22 14:23:54,15.48
2024/07/22 14:28:54,11.2
2024/07/22 14:33:54,14.19
2024/07/22 14:38:54,10.42
2024/07/22 14:43:54,-1
2024/07/22 15:44:48,-1
2024/07/22 15:49:48,-1
